Crime_ID,FIR_Date,FIR_Time,State,District,Police_Station,Crime_Category,Crime_Subcategory,Severity,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Weapon_Used,Arrest_Status,Case_Status,Latitude,Longitude,Estimated_Loss_INR,Crime_Description
CR202502184,2022-10-31,22:34,Haryana,Faridabad,Faridabad Police Station,Assault,Physical Assault,High,37,Female,21,Female,,Arrested,Chargesheet Filed,20.8482,88.1763,454960,Physical Assault reported in Faridabad.
CR202502185,2025-01-01,00:38,Bihar,Patna,Patna Police Station,Robbery,Armed Robbery,Low,62,Male,29,Male,Knife,Arrested,Chargesheet Filed,24.9003,96.2742,306155,Armed Robbery reported in Patna.
CR202502186,2023-08-01,17:30,Gujarat,Ahmedabad,Ahmedabad Police Station,Murder,Homicide,Medium,66,Male,26,Female,,Not Arrested,Closed,23.4948,69.8652,460321,Homicide reported in Ahmedabad.
CR202502187,2025-11-03,05:56,West Bengal,Siliguri,Siliguri Police Station,Fraud,Online Fraud,Medium,54,Male,35,Male,,Arrested,Chargesheet Filed,34.7404,68.67,440858,Online Fraud reported in Siliguri.
CR202502188,2023-05-18,03:15,Bihar,Gaya,Gaya Police Station,Chain Snatching,Snatching,Low,18,Female,23,Female,Stick,Not Arrested,Closed,15.6356,84.7734,475365,Snatching reported in Gaya.
CR202502189,2025-08-11,20:51,Telangana,Warangal,Warangal Police Station,Domestic Violence,Domestic Abuse,Medium,39,Male,51,Male,Knife,Not Arrested,Under Investigation,8.8435,85.4016,344631,Domestic Abuse reported in Warangal.
CR202502190,2022-03-15,15:24,Uttar Pradesh,Lucknow,Lucknow Police Station,Cyber Crime,Phishing,Low,30,Male,18,Male,Firearm,Arrested,Under Investigation,15.1375,83.4163,401856,Phishing reported in Lucknow.
CR202502191,2024-06-19,02:29,Rajasthan,Jaipur,Jaipur Police Station,Domestic Violence,Domestic Abuse,Medium,18,Male,34,Male,,Arrested,Under Investigation,11.4635,87.3309,20630,Domestic Abuse reported in Jaipur.
CR202502192,2025-05-13,14:35,Karnataka,Mysuru,Mysuru Police Station,Theft,Vehicle Theft,High,65,Male,64,Male,Firearm,Arrested,Chargesheet Filed,12.6051,75.7038,186422,Vehicle Theft reported in Mysuru.
CR202502193,2025-09-03,08:48,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Fraud,Online Fraud,Medium,40,Male,49,Male,Knife,Arrested,Chargesheet Filed,11.1638,93.2374,235912,Online Fraud reported in Thiruvananthapuram.
CR202502194,2022-12-27,20:57,Uttar Pradesh,Varanasi,Varanasi Police Station,Cyber Crime,Phishing,High,31,Female,37,Male,Stick,Not Arrested,Under Investigation,34.0562,84.4566,448385,Phishing reported in Varanasi.
CR202502195,2023-08-30,09:23,Karnataka,Mangaluru,Mangaluru Police Station,Vandalism,Property Damage,Low,46,Female,46,Male,,Not Arrested,Closed,8.6934,88.3562,220932,Property Damage reported in Mangaluru.
CR202502196,2022-03-08,20:26,Odisha,Cuttack,Cuttack Police Station,Vandalism,Property Damage,High,60,Male,49,Female,Firearm,Not Arrested,Chargesheet Filed,8.3261,77.7394,33183,Property Damage reported in Cuttack.
CR202502197,2023-08-08,21:18,Bihar,Patna,Patna Police Station,Vandalism,Property Damage,High,33,Male,61,Female,,Arrested,Chargesheet Filed,16.8637,91.5903,356303,Property Damage reported in Patna.
CR202502198,2024-07-01,00:00,Telangana,Warangal,Warangal Police Station,Assault,Physical Assault,Low,23,Female,43,Female,Firearm,Arrested,Under Investigation,21.7877,83.5518,19691,Physical Assault reported in Warangal.
CR202502199,2025-05-18,17:36,Maharashtra,Pune,Pune Police Station,Cyber Crime,Phishing,Medium,54,Female,41,Female,,Not Arrested,Under Investigation,20.7061,91.9929,35002,Phishing reported in Pune.
CR202502200,2022-05-20,13:01,Maharashtra,Mumbai,Mumbai Police Station,Kidnapping,Abduction,Low,68,Male,26,Male,Stick,Not Arrested,Chargesheet Filed,18.9258,79.9822,58978,Abduction reported in Mumbai.
CR202502201,2024-10-26,07:27,Karnataka,Mysuru,Mysuru Police Station,Theft,Vehicle Theft,Low,45,Male,19,Male,Knife,Arrested,Closed,10.2699,81.2607,30401,Vehicle Theft reported in Mysuru.
CR202502202,2024-06-10,13:36,West Bengal,Kolkata,Kolkata Police Station,Robbery,Armed Robbery,Low,29,Male,38,Female,Firearm,Not Arrested,Chargesheet Filed,34.9953,89.7395,84928,Armed Robbery reported in Kolkata.
CR202502203,2024-03-01,10:29,Telangana,Warangal,Warangal Police Station,Burglary,House Break-in,High,55,Female,47,Female,Stick,Not Arrested,Under Investigation,14.963,94.2944,166066,House Break-in reported in Warangal.
CR202502204,2025-09-28,17:15,Kerala,Kochi,Kochi Police Station,Murder,Homicide,High,65,Male,25,Male,,Not Arrested,Chargesheet Filed,16.837,87.9466,335480,Homicide reported in Kochi.
CR202502205,2025-08-01,20:38,West Bengal,Kolkata,Kolkata Police Station,Drug Offence,Drug Possession,High,63,Male,30,Male,Firearm,Arrested,Under Investigation,11.2148,81.0706,113256,Drug Possession reported in Kolkata.
CR202502206,2023-05-21,05:18,Punjab,Ludhiana,Ludhiana Police Station,Fraud,Online Fraud,Low,54,Female,54,Male,Firearm,Not Arrested,Closed,15.8547,71.268,341611,Online Fraud reported in Ludhiana.
CR202502207,2023-04-02,05:24,Kerala,Kochi,Kochi Police Station,Chain Snatching,Snatching,Low,68,Female,56,Female,Firearm,Not Arrested,Chargesheet Filed,14.171,88.0573,49812,Snatching reported in Kochi.
CR202502208,2024-09-08,17:22,West Bengal,Kolkata,Kolkata Police Station,Domestic Violence,Domestic Abuse,Medium,26,Female,59,Female,,Not Arrested,Closed,13.3741,88.1523,491234,Domestic Abuse reported in Kolkata.
CR202502209,2023-07-20,00:14,Tamil Nadu,Chennai,Chennai Police Station,Chain Snatching,Snatching,Medium,38,Male,25,Male,Firearm,Not Arrested,Closed,25.0037,75.0082,154791,Snatching reported in Chennai.
CR202502210,2023-07-09,14:12,Rajasthan,Jaipur,Jaipur Police Station,Burglary,House Break-in,Low,48,Female,56,Male,Stick,Arrested,Under Investigation,15.5871,83.938,203240,House Break-in reported in Jaipur.
CR202502211,2025-04-07,23:11,Rajasthan,Udaipur,Udaipur Police Station,Assault,Physical Assault,Low,47,Female,56,Male,,Arrested,Closed,10.5552,86.4276,241075,Physical Assault reported in Udaipur.
CR202502212,2024-10-19,23:20,Kerala,Kochi,Kochi Police Station,Kidnapping,Abduction,Medium,32,Male,25,Male,Stick,Not Arrested,Chargesheet Filed,29.0906,77.6701,472693,Abduction reported in Kochi.
CR202502213,2022-07-22,09:11,Bihar,Patna,Patna Police Station,Theft,Vehicle Theft,Medium,35,Female,44,Male,Knife,Not Arrested,Closed,8.404,75.2105,452382,Vehicle Theft reported in Patna.
CR202502214,2024-10-25,22:31,Odisha,Cuttack,Cuttack Police Station,Domestic Violence,Domestic Abuse,High,30,Female,65,Female,Stick,Not Arrested,Under Investigation,32.5655,80.8633,193807,Domestic Abuse reported in Cuttack.
CR202502215,2024-10-20,17:49,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Cyber Crime,Phishing,Low,19,Female,59,Female,Knife,Not Arrested,Closed,27.2023,81.51,443417,Phishing reported in Thiruvananthapuram.
CR202502216,2023-02-12,18:39,Haryana,Gurugram,Gurugram Police Station,Kidnapping,Abduction,High,43,Female,64,Female,Firearm,Arrested,Under Investigation,21.6915,82.1317,492410,Abduction reported in Gurugram.
CR202502217,2025-08-08,08:00,Bihar,Patna,Patna Police Station,Sexual Harassment,Harassment,Medium,67,Female,45,Female,Knife,Arrested,Closed,12.2101,96.8455,351512,Harassment reported in Patna.
CR202502218,2025-11-06,15:44,Maharashtra,Mumbai,Mumbai Police Station,Cyber Crime,Phishing,High,65,Female,51,Male,Knife,Arrested,Closed,33.918,70.6088,464347,Phishing reported in Mumbai.
CR202502219,2025-01-13,03:31,Kerala,Kochi,Kochi Police Station,Domestic Violence,Domestic Abuse,Low,27,Male,45,Male,Firearm,Not Arrested,Closed,33.8506,78.6426,165938,Domestic Abuse reported in Kochi.
CR202502220,2025-12-27,19:49,Haryana,Gurugram,Gurugram Police Station,Theft,Vehicle Theft,Low,50,Male,27,Female,,Not Arrested,Closed,8.976,81.1384,470628,Vehicle Theft reported in Gurugram.
CR202502221,2024-11-21,08:31,Gujarat,Ahmedabad,Ahmedabad Police Station,Cyber Crime,Phishing,High,56,Male,38,Male,Stick,Arrested,Chargesheet Filed,11.4333,95.015,91086,Phishing reported in Ahmedabad.
CR202502222,2025-04-14,05:32,Kerala,Kochi,Kochi Police Station,Robbery,Armed Robbery,Medium,46,Male,61,Female,Knife,Arrested,Closed,12.8384,76.386,46073,Armed Robbery reported in Kochi.
CR202502223,2025-09-18,05:50,Maharashtra,Nagpur,Nagpur Police Station,Burglary,House Break-in,Low,54,Male,28,Female,Firearm,Not Arrested,Closed,34.8657,85.9226,283253,House Break-in reported in Nagpur.
CR202502224,2025-01-27,12:17,Bihar,Gaya,Gaya Police Station,Domestic Violence,Domestic Abuse,High,27,Male,60,Female,Knife,Not Arrested,Closed,32.0657,84.4431,4976,Domestic Abuse reported in Gaya.
CR202502225,2023-06-18,18:00,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Burglary,House Break-in,Low,54,Female,48,Female,Stick,Not Arrested,Under Investigation,20.5442,78.7362,5943,House Break-in reported in Thiruvananthapuram.
CR202502226,2023-10-17,17:29,Haryana,Faridabad,Faridabad Police Station,Burglary,House Break-in,Medium,23,Female,35,Male,Stick,Arrested,Closed,27.9944,85.3132,12127,House Break-in reported in Faridabad.
CR202502227,2024-07-20,08:23,Maharashtra,Mumbai,Mumbai Police Station,Vandalism,Property Damage,Low,39,Female,40,Female,Knife,Arrested,Under Investigation,30.3514,70.0737,317546,Property Damage reported in Mumbai.
CR202502228,2023-08-01,07:58,West Bengal,Siliguri,Siliguri Police Station,Missing Person,Missing Adult,High,37,Male,45,Male,Knife,Not Arrested,Under Investigation,30.7155,75.6413,398491,Missing Adult reported in Siliguri.
CR202502229,2025-03-09,17:14,Telangana,Hyderabad,Hyderabad Police Station,Fraud,Online Fraud,Low,45,Female,45,Female,Knife,Arrested,Closed,25.7437,95.0414,89605,Online Fraud reported in Hyderabad.
CR202502230,2023-04-16,11:09,Punjab,Ludhiana,Ludhiana Police Station,Fraud,Online Fraud,Medium,59,Male,51,Male,,Not Arrested,Under Investigation,32.9923,72.7918,206770,Online Fraud reported in Ludhiana.
CR202502231,2023-09-09,00:53,Bihar,Gaya,Gaya Police Station,Drug Offence,Drug Possession,Low,69,Female,37,Female,Firearm,Arrested,Under Investigation,13.0068,95.5613,289113,Drug Possession reported in Gaya.
CR202502232,2025-04-20,12:01,Punjab,Ludhiana,Ludhiana Police Station,Murder,Homicide,Low,31,Male,24,Female,,Arrested,Closed,21.0455,96.7543,113896,Homicide reported in Ludhiana.
CR202502233,2025-11-08,13:35,Madhya Pradesh,Indore,Indore Police Station,Fraud,Online Fraud,High,45,Female,36,Male,Stick,Not Arrested,Chargesheet Filed,15.1522,79.5863,21472,Online Fraud reported in Indore.
CR202502234,2025-11-30,07:20,Delhi,New Delhi,New Delhi Police Station,Vandalism,Property Damage,Low,19,Male,22,Female,Firearm,Arrested,Chargesheet Filed,29.3792,93.0065,5704,Property Damage reported in New Delhi.
CR202502235,2022-01-27,15:57,Rajasthan,Jaipur,Jaipur Police Station,Theft,Vehicle Theft,Medium,66,Male,47,Male,Stick,Arrested,Under Investigation,13.5488,68.4185,258411,Vehicle Theft reported in Jaipur.
CR202502236,2023-10-30,22:21,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Robbery,Armed Robbery,Medium,33,Male,38,Female,Stick,Not Arrested,Chargesheet Filed,26.1761,86.5056,366377,Armed Robbery reported in Thiruvananthapuram.
CR202502237,2023-09-17,21:57,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Drug Offence,Drug Possession,Medium,66,Male,49,Male,,Arrested,Closed,32.5339,94.3136,320098,Drug Possession reported in Thiruvananthapuram.
CR202502238,2025-03-27,11:47,Haryana,Gurugram,Gurugram Police Station,Murder,Homicide,High,30,Male,51,Male,Knife,Not Arrested,Under Investigation,13.1782,87.8777,343516,Homicide reported in Gurugram.
CR202502239,2024-10-10,00:22,Maharashtra,Pune,Pune Police Station,Missing Person,Missing Adult,Medium,24,Female,31,Female,Firearm,Arrested,Chargesheet Filed,11.5101,68.38,426968,Missing Adult reported in Pune.
CR202502240,2023-06-27,17:18,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Missing Person,Missing Adult,Medium,54,Female,23,Male,Firearm,Not Arrested,Chargesheet Filed,17.6471,88.7822,343265,Missing Adult reported in Thiruvananthapuram.
CR202502241,2022-08-14,20:40,Madhya Pradesh,Indore,Indore Police Station,Assault,Physical Assault,High,22,Male,30,Female,Knife,Not Arrested,Under Investigation,29.0443,85.0621,14023,Physical Assault reported in Indore.
CR202502242,2025-02-25,10:05,Karnataka,Mangaluru,Mangaluru Police Station,Domestic Violence,Domestic Abuse,Low,18,Female,64,Male,Knife,Not Arrested,Closed,31.7908,89.8898,141268,Domestic Abuse reported in Mangaluru.
CR202502243,2025-05-28,09:29,Tamil Nadu,Coimbatore,Coimbatore Police Station,Murder,Homicide,High,38,Male,40,Female,,Arrested,Chargesheet Filed,25.3144,77.8283,329135,Homicide reported in Coimbatore.
CR202502244,2022-04-12,06:56,Telangana,Hyderabad,Hyderabad Police Station,Robbery,Armed Robbery,Low,27,Male,21,Female,Firearm,Not Arrested,Closed,15.3749,88.7031,312980,Armed Robbery reported in Hyderabad.
CR202502245,2022-07-24,17:05,Punjab,Ludhiana,Ludhiana Police Station,Robbery,Armed Robbery,High,60,Male,50,Male,,Not Arrested,Chargesheet Filed,8.9581,78.053,78523,Armed Robbery reported in Ludhiana.
CR202502246,2023-06-17,04:32,Haryana,Gurugram,Gurugram Police Station,Robbery,Armed Robbery,Low,56,Female,55,Female,Knife,Arrested,Chargesheet Filed,24.1254,76.7287,282859,Armed Robbery reported in Gurugram.
CR202502247,2022-09-28,18:26,Delhi,New Delhi,New Delhi Police Station,Fraud,Online Fraud,High,70,Female,53,Female,Stick,Not Arrested,Under Investigation,14.8483,72.0168,494706,Online Fraud reported in New Delhi.
CR202502248,2024-04-04,15:51,Odisha,Bhubaneswar,Bhubaneswar Police Station,Vandalism,Property Damage,Low,52,Female,55,Female,,Not Arrested,Under Investigation,30.7906,68.6135,323940,Property Damage reported in Bhubaneswar.
CR202502249,2025-03-24,11:03,Punjab,Ludhiana,Ludhiana Police Station,Cyber Crime,Phishing,Low,53,Female,52,Male,Firearm,Arrested,Closed,11.0298,80.2184,468728,Phishing reported in Ludhiana.
CR202502250,2022-07-04,22:26,Haryana,Gurugram,Gurugram Police Station,Murder,Homicide,Low,63,Female,40,Female,,Not Arrested,Closed,30.1823,81.6041,187136,Homicide reported in Gurugram.
CR202502251,2022-12-15,12:58,Tamil Nadu,Coimbatore,Coimbatore Police Station,Assault,Physical Assault,High,24,Male,26,Female,Stick,Arrested,Chargesheet Filed,19.7922,79.8525,93126,Physical Assault reported in Coimbatore.
CR202502252,2023-03-12,09:03,Punjab,Ludhiana,Ludhiana Police Station,Chain Snatching,Snatching,Medium,25,Male,62,Male,Knife,Arrested,Under Investigation,16.8604,69.5463,300673,Snatching reported in Ludhiana.
CR202502253,2024-01-11,12:01,West Bengal,Kolkata,Kolkata Police Station,Drug Offence,Drug Possession,Medium,32,Female,20,Male,Knife,Not Arrested,Under Investigation,30.4065,75.5668,56293,Drug Possession reported in Kolkata.
CR202502254,2024-06-28,07:04,Maharashtra,Pune,Pune Police Station,Burglary,House Break-in,Medium,53,Male,64,Female,Stick,Not Arrested,Closed,24.0642,82.1152,386362,House Break-in reported in Pune.
CR202502255,2022-10-06,21:52,Bihar,Patna,Patna Police Station,Theft,Vehicle Theft,Low,37,Female,26,Female,Knife,Not Arrested,Under Investigation,18.6701,85.1373,442965,Vehicle Theft reported in Patna.
CR202502256,2022-03-17,13:39,Odisha,Cuttack,Cuttack Police Station,Missing Person,Missing Adult,High,60,Male,49,Female,Knife,Arrested,Chargesheet Filed,29.7534,86.4529,139360,Missing Adult reported in Cuttack.
CR202502257,2024-06-06,00:02,Odisha,Cuttack,Cuttack Police Station,Murder,Homicide,High,43,Female,36,Male,,Not Arrested,Closed,22.56,70.4116,62759,Homicide reported in Cuttack.
CR202502258,2024-10-25,15:48,Gujarat,Vadodara,Vadodara Police Station,Cyber Crime,Phishing,High,61,Female,43,Male,Stick,Not Arrested,Under Investigation,15.1465,68.1833,122890,Phishing reported in Vadodara.
CR202502259,2023-05-02,09:17,Haryana,Gurugram,Gurugram Police Station,Assault,Physical Assault,Low,62,Female,49,Male,,Arrested,Closed,18.1127,81.4258,20167,Physical Assault reported in Gurugram.
CR202502260,2024-01-15,23:03,Gujarat,Surat,Surat Police Station,Chain Snatching,Snatching,Medium,36,Male,55,Female,Knife,Arrested,Closed,8.1937,88.4015,73702,Snatching reported in Surat.
CR202502261,2022-01-27,13:40,Telangana,Hyderabad,Hyderabad Police Station,Drug Offence,Drug Possession,High,30,Male,39,Male,Firearm,Arrested,Chargesheet Filed,9.3277,71.1964,98177,Drug Possession reported in Hyderabad.
CR202502262,2024-11-07,03:12,Uttar Pradesh,Lucknow,Lucknow Police Station,Sexual Harassment,Harassment,Medium,31,Female,60,Female,Stick,Arrested,Under Investigation,26.3784,74.1425,34295,Harassment reported in Lucknow.
CR202502263,2023-04-06,16:03,Uttar Pradesh,Varanasi,Varanasi Police Station,Domestic Violence,Domestic Abuse,Low,23,Male,52,Female,Knife,Arrested,Closed,22.3726,77.3657,78140,Domestic Abuse reported in Varanasi.
CR202502264,2023-11-03,21:31,Uttar Pradesh,Kanpur,Kanpur Police Station,Kidnapping,Abduction,High,42,Male,48,Male,Firearm,Arrested,Under Investigation,24.5578,74.2961,398988,Abduction reported in Kanpur.
CR202502265,2025-04-26,15:45,Delhi,New Delhi,New Delhi Police Station,Cyber Crime,Phishing,Low,24,Female,54,Female,Knife,Not Arrested,Under Investigation,20.9398,89.5371,403562,Phishing reported in New Delhi.
CR202502266,2025-07-29,00:44,Punjab,Amritsar,Amritsar Police Station,Vandalism,Property Damage,High,65,Male,23,Female,Knife,Arrested,Closed,19.5113,86.5837,430690,Property Damage reported in Amritsar.
CR202502267,2023-03-30,18:08,Punjab,Amritsar,Amritsar Police Station,Fraud,Online Fraud,High,32,Female,42,Male,Stick,Not Arrested,Closed,31.6166,81.8116,77639,Online Fraud reported in Amritsar.
CR202502268,2025-08-21,15:00,Haryana,Faridabad,Faridabad Police Station,Cyber Crime,Phishing,High,69,Female,57,Female,Firearm,Arrested,Chargesheet Filed,33.3467,84.6588,22928,Phishing reported in Faridabad.
CR202502269,2025-08-17,01:41,Bihar,Gaya,Gaya Police Station,Domestic Violence,Domestic Abuse,Medium,45,Female,31,Male,Knife,Arrested,Chargesheet Filed,30.1683,69.3412,101950,Domestic Abuse reported in Gaya.
CR202502270,2022-05-09,23:15,Madhya Pradesh,Indore,Indore Police Station,Vandalism,Property Damage,Low,57,Female,56,Female,,Not Arrested,Chargesheet Filed,20.9617,74.8362,488891,Property Damage reported in Indore.
CR202502271,2022-09-10,16:39,Punjab,Amritsar,Amritsar Police Station,Burglary,House Break-in,High,39,Female,59,Female,Knife,Arrested,Under Investigation,25.7442,87.9626,385000,House Break-in reported in Amritsar.
CR202502272,2022-05-20,18:48,Madhya Pradesh,Bhopal,Bhopal Police Station,Vandalism,Property Damage,High,56,Male,54,Male,,Not Arrested,Under Investigation,22.0015,87.0432,282492,Property Damage reported in Bhopal.
CR202502273,2025-10-31,22:40,Haryana,Gurugram,Gurugram Police Station,Missing Person,Missing Adult,Medium,37,Female,29,Female,Firearm,Arrested,Chargesheet Filed,18.8967,89.503,175991,Missing Adult reported in Gurugram.
CR202502274,2023-12-10,15:09,Bihar,Gaya,Gaya Police Station,Cyber Crime,Phishing,High,20,Male,59,Female,Stick,Arrested,Chargesheet Filed,19.0081,96.6636,275162,Phishing reported in Gaya.
CR202502275,2022-08-19,20:52,Karnataka,Mysuru,Mysuru Police Station,Kidnapping,Abduction,Low,66,Female,57,Male,Stick,Arrested,Closed,8.7074,72.4835,210986,Abduction reported in Mysuru.
CR202502276,2022-03-29,05:48,Gujarat,Ahmedabad,Ahmedabad Police Station,Missing Person,Missing Adult,Low,35,Male,41,Male,Stick,Not Arrested,Chargesheet Filed,17.4136,89.4002,219569,Missing Adult reported in Ahmedabad.
CR202502277,2025-06-12,22:13,Uttar Pradesh,Varanasi,Varanasi Police Station,Fraud,Online Fraud,Low,26,Female,22,Female,Stick,Not Arrested,Under Investigation,12.4237,74.6257,370884,Online Fraud reported in Varanasi.
